Demand,Stock,CompetitorPrice,Season,DayTime,CustomerRating,Discount,HistoricalSales,Distance_km,SurgeMultiplier,Price
282,141,313.73,Normal,Evening Peak,3.85,0.3,152,13.23,1.505,301.81
213,114,331.28,Normal,Morning Peak,4.89,0.1,161,15.14,1.412,352.16
130,226,417.93,Normal,Midday,4.41,0.3,139,21.08,1.0,328.47
267,158,505.28,Festival,Evening Peak,3.69,0.3,94,23.29,1.291,427.61
209,106,509.81,Monsoon,Evening Peak,4.28,0.0,96,23.54,1.482,555.46
79,89,345.52,Monsoon,Late Night,4.24,0.0,155,17.55,1.0,358.12
134,178,132.16,Normal,Midday,3.47,0.3,145,5.6,1.0,108.93
177,185,207.62,Normal,Midday,4.44,0.1,161,8.51,1.0,199.55
154,190,180.82,Normal,Midday,4.68,0.0,179,7.39,1.0,165.6
341,108,168.38,Monsoon,Evening Peak,4.13,0.0,148,5.16,2.303,367.41
67,93,180.2,Normal,Night,4.18,0.2,86,7.02,1.0,138.84
75,116,450.89,Wedding,Late Night,4.08,0.3,113,21.88,1.0,352.02
104,128,386.02,Normal,Night,4.45,0.2,111,19.49,1.0,346.09
141,90,87.61,Normal,Night,4.2,0.3,211,2.05,1.2,77.84
90,65,91.85,Wedding,Late Night,4.22,0.1,150,4.54,1.071,126.29
104,247,473.26,Normal,Midday,3.98,0.2,112,24.64,1.0,413.41
89,180,136.15,Normal,Night,5.0,0.0,104,6.42,1.0,140.61
316,191,349.04,Normal,Evening Peak,4.2,0.3,158,16.23,1.268,310.77
141,166,138.2,Normal,Morning Peak,4.58,0.3,94,5.93,1.0,112.23
102,196,166.84,Exam,Morning Peak,4.41,0.2,80,6.61,1.0,147.0
245,106,317.67,Festival,Morning Peak,3.28,0.2,112,12.96,1.717,347.27
223,102,281.92,Normal,Evening Peak,4.15,0.1,103,12.7,1.63,349.7
216,131,373.43,Festival,Evening Peak,3.84,0.0,95,16.51,1.261,384.42
91,215,124.46,Normal,Midday,4.69,0.1,83,5.04,1.0,128.89
317,112,189.05,Monsoon,Evening Peak,3.79,0.0,118,7.31,2.078,361.57
204,179,346.95,Wedding,Morning Peak,4.5,0.0,90,15.98,1.0,350.25
92,81,103.91,Wedding,Night,4.7,0.3,104,3.34,1.0,85.86
271,204,452.69,Normal,Evening Peak,4.41,0.0,173,22.82,1.041,463.76
64,128,138.42,Normal,Late Night,4.3,0.2,144,5.29,1.0,124.42
156,185,256.28,Normal,Morning Peak,4.14,0.3,106,11.52,1.0,192.13
168,130,111.64,Monsoon,Night,4.25,0.1,202,3.61,1.014,100.16
143,160,346.56,Normal,Midday,3.76,0.0,148,17.44,1.0,362.04
133,190,195.47,Normal,Midday,4.37,0.3,114,8.85,1.0,146.8
158,162,79.8,Wedding,Midday,4.72,0.2,144,2.77,1.0,62.72
190,175,333.72,Normal,Evening Peak,3.95,0.1,120,15.22,1.0,301.58
47,105,480.63,Normal,Late Night,4.31,0.3,92,24.54,1.0,384.25
307,149,466.97,Normal,Evening Peak,4.26,0.3,176,21.9,1.548,405.18
112,134,382.01,Normal,Night,4.43,0.2,149,17.87,1.0,319.09
165,137,58.05,Normal,Midday,4.09,0.2,181,1.3,1.0,50.19
146,236,412.8,Normal,Midday,3.7,0.0,157,21.64,1.0,425.3
117,180,441.29,Normal,Midday,3.85,0.1,111,22.52,1.0,398.82
143,138,98.81,Normal,Midday,3.37,0.3,165,1.91,1.0,61.43
73,83,96.5,Monsoon,Late Night,4.61,0.2,99,3.94,1.0,93.5
289,133,301.29,Normal,Evening Peak,4.46,0.2,135,11.84,1.625,327.8
111,136,226.35,Monsoon,Midday,4.29,0.3,85,10.65,1.0,186.21
257,210,212.81,Normal,Evening Peak,4.02,0.2,135,8.07,1.0,168.0
174,143,149.88,Normal,Midday,4.24,0.2,188,5.75,1.0,115.92
276,138,332.31,Wedding,Morning Peak,4.29,0.0,169,14.18,1.505,385.38
171,140,404.07,Normal,Midday,4.09,0.3,198,19.51,1.0,333.78
266,135,496.88,Normal,Evening Peak,4.11,0.0,122,23.49,1.484,562.82
83,89,200.29,Wedding,Late Night,4.82,0.1,103,8.23,1.0,176.76
317,109,405.11,Festival,Morning Peak,3.8,0.2,157,17.88,2.131,485.14
131,270,382.8,Normal,Midday,4.7,0.0,147,19.92,1.0,413.5
241,198,272.71,Normal,Morning Peak,3.65,0.3,183,12.47,1.0,227.02
183,100,449.64,Monsoon,Morning Peak,4.94,0.1,121,23.11,1.384,479.22
259,177,79.1,Wedding,Evening Peak,3.34,0.1,111,1.55,1.134,87.21
127,224,443.03,Normal,Midday,4.49,0.0,148,22.61,1.0,430.04
322,120,473.34,Normal,Evening Peak,4.04,0.0,203,22.42,1.977,620.29
91,170,135.49,Normal,Midday,4.23,0.2,77,4.29,1.0,111.08
205,223,274.55,Normal,Morning Peak,4.25,0.0,126,11.55,1.0,252.61
103,214,290.47,Normal,Midday,4.54,0.0,121,13.38,1.0,287.93
123,167,230.22,Normal,Morning Peak,3.52,0.0,79,10.65,1.0,233.28
132,159,472.69,Normal,Night,4.29,0.1,170,22.49,1.0,433.46
121,180,359.05,Normal,Morning Peak,4.37,0.3,82,18.11,1.0,295.32
325,107,159.52,Wedding,Morning Peak,4.04,0.0,151,3.96,2.22,327.85
156,181,459.74,Normal,Evening Peak,4.26,0.1,96,23.24,1.0,424.45
40,134,82.18,Normal,Late Night,4.03,0.1,92,2.11,1.0,65.76
100,171,313.61,Normal,Night,4.52,0.0,123,15.3,1.0,315.96
107,171,286.21,Wedding,Midday,4.45,0.1,76,13.54,1.0,270.2
271,89,118.08,Monsoon,Morning Peak,4.39,0.2,158,2.74,2.221,238.65
362,86,407.46,Monsoon,Evening Peak,4.56,0.3,151,17.7,3.0,549.81
88,124,461.4,Normal,Night,4.8,0.2,114,24.1,1.0,395.88
114,102,275.88,Monsoon,Midday,3.9,0.3,100,12.0,1.0,219.8
110,180,271.66,Normal,Midday,5.0,0.1,122,13.33,1.0,257.74
126,187,235.38,Normal,Morning Peak,4.46,0.0,72,10.21,1.0,228.13
256,157,451.7,Festival,Morning Peak,4.1,0.0,103,22.01,1.25,476.25
198,145,463.59,Monsoon,Evening Peak,5.0,0.1,92,23.27,1.065,457.15
156,124,235.78,Monsoon,Morning Peak,4.13,0.0,86,10.53,1.0,229.41
175,118,460.01,Wedding,Morning Peak,3.82,0.1,86,22.38,1.145,449.68
189,128,196.39,Wedding,Midday,4.1,0.2,165,5.9,1.141,157.78
112,210,262.77,Normal,Midday,4.08,0.1,110,11.99,1.0,256.67
124,190,182.14,Normal,Morning Peak,4.73,0.1,92,7.05,1.0,163.45
101,179,137.91,Normal,Midday,4.25,0.2,95,6.37,1.0,140.88
142,129,463.22,Wedding,Night,4.34,0.2,162,21.57,1.0,376.05
208,146,365.68,Normal,Morning Peak,4.33,0.1,160,18.14,1.106,348.15
414,86,163.65,Wedding,Evening Peak,4.77,0.2,178,2.61,3.0,362.75
142,142,374.93,Normal,Night,4.17,0.3,189,19.18,1.0,313.05
160,216,305.66,Normal,Midday,4.22,0.2,146,14.75,1.0,258.55
262,108,432.29,Normal,Morning Peak,4.02,0.0,209,19.89,1.797,536.49
157,114,332.57,Normal,Morning Peak,4.13,0.2,109,15.24,1.072,295.19
219,92,242.12,Wedding,Evening Peak,4.51,0.2,90,10.06,1.763,299.65
199,107,283.49,Normal,Evening Peak,4.59,0.1,116,12.88,1.405,325.5
132,133,123.01,Normal,Midday,4.98,0.2,137,4.4,1.0,100.09
112,106,180.79,Normal,Night,4.26,0.3,128,8.45,1.0,156.12
149,172,66.4,Normal,Evening Peak,4.19,0.1,84,1.54,1.0,59.01
173,224,262.98,Normal,Midday,4.46,0.3,149,10.75,1.0,211.56
291,198,124.45,Normal,Evening Peak,4.11,0.0,166,3.19,1.14,134.08
124,135,364.28,Wedding,Midday,4.04,0.1,100,16.85,1.0,321.2
288,182,454.9,Normal,Evening Peak,4.43,0.1,128,22.9,1.217,457.8
136,211,364.92,Normal,Morning Peak,4.14,0.0,76,18.78,1.0,372.98
398,96,215.99,Festival,Evening Peak,4.18,0.0,156,5.98,2.984,504.05
172,216,282.27,Normal,Midday,4.54,0.3,198,13.17,1.0,221.39
162,207,379.0,Normal,Evening Peak,4.42,0.2,102,18.09,1.0,328.71
255,134,401.17,Normal,Morning Peak,5.0,0.1,159,20.34,1.437,439.7
167,154,179.06,Normal,Evening Peak,4.67,0.1,93,7.79,1.0,181.17
169,101,288.9,Monsoon,Morning Peak,3.99,0.3,97,12.45,1.275,268.33
138,172,80.46,Normal,Morning Peak,4.14,0.1,84,3.5,1.0,88.82
203,162,406.31,Monsoon,Morning Peak,3.75,0.0,95,18.43,1.0,392.02
163,181,267.42,Wedding,Morning Peak,3.91,0.1,91,11.43,1.0,243.84
268,175,76.93,Normal,Evening Peak,4.8,0.2,143,2.0,1.182,76.46
63,131,268.53,Normal,Late Night,4.19,0.0,125,13.71,1.0,287.55
309,147,411.52,Normal,Evening Peak,3.75,0.3,190,19.99,1.576,393.27
97,124,89.83,Normal,Night,3.52,0.3,102,2.07,1.0,63.42
316,145,260.93,Monsoon,Morning Peak,3.71,0.1,154,10.68,1.63,325.64
185,167,306.64,Monsoon,Morning Peak,3.98,0.0,96,12.56,1.0,279.56
221,148,516.59,Normal,Evening Peak,4.3,0.0,119,24.99,1.154,522.85
64,78,135.87,Normal,Late Night,4.14,0.0,150,6.25,1.0,144.1
309,179,415.22,Normal,Evening Peak,4.58,0.1,143,20.66,1.317,433.13
156,126,107.85,Festival,Midday,3.93,0.1,124,4.5,1.0,115.94
145,164,460.36,Monsoon,Morning Peak,4.79,0.3,77,24.14,1.0,376.01
237,91,203.23,Festival,Morning Peak,4.25,0.2,126,8.36,1.917,279.03
173,256,120.78,Normal,Midday,4.48,0.0,168,4.49,1.0,123.18
347,84,262.23,Monsoon,Evening Peak,4.09,0.1,146,10.16,2.969,518.92
213,144,59.25,Normal,Morning Peak,4.71,0.1,124,1.37,1.144,69.55
132,91,100.79,Normal,Night,3.77,0.2,143,3.61,1.12,103.3
116,120,287.68,Normal,Night,3.81,0.1,158,12.91,1.0,257.14
127,128,461.79,Normal,Night,3.91,0.1,137,23.58,1.0,421.28
85,92,233.49,Monsoon,Night,4.77,0.1,97,11.68,1.0,216.52
183,179,375.36,Wedding,Morning Peak,4.21,0.0,79,16.85,1.0,357.15
77,130,366.16,Normal,Late Night,3.92,0.2,165,17.97,1.0,327.5
201,113,83.8,Wedding,Midday,4.22,0.3,180,1.88,1.35,100.94
94,147,198.96,Normal,Night,4.37,0.2,121,8.73,1.0,169.31
233,150,504.38,Monsoon,Morning Peak,3.87,0.2,117,24.93,1.196,447.01
122,156,56.0,Wedding,Midday,4.36,0.3,103,1.17,1.0,55.76
255,152,300.49,Normal,Morning Peak,4.25,0.3,193,12.28,1.282,260.49
178,126,400.03,Monsoon,Morning Peak,4.1,0.1,114,21.1,1.097,401.68
120,108,173.15,Normal,Night,3.79,0.1,143,7.92,1.0,171.54
135,123,495.94,Normal,Night,4.66,0.1,151,24.92,1.0,465.96
170,106,292.25,Monsoon,Midday,4.11,0.0,152,12.67,1.228,303.95
221,215,459.19,Wedding,Midday,3.13,0.0,156,22.94,1.0,456.03
308,178,329.99,Wedding,Evening Peak,4.44,0.2,107,13.68,1.32,303.3
130,211,232.33,Festival,Midday,4.45,0.0,74,10.54,1.0,235.1
165,181,395.53,Normal,Evening Peak,4.67,0.0,86,18.04,1.0,370.37
157,181,453.41,Normal,Midday,4.47,0.3,142,24.0,1.0,378.45
249,123,244.57,Exam,Evening Peak,4.36,0.1,171,10.03,1.521,287.82
61,148,417.29,Normal,Late Night,4.11,0.3,141,21.76,1.0,346.24
210,150,356.55,Monsoon,Midday,4.11,0.1,151,16.83,1.09,335.03
118,218,221.14,Normal,Midday,4.57,0.2,140,10.09,1.0,190.61
162,124,100.69,Festival,Night,4.24,0.3,143,2.33,1.023,76.44
127,133,191.62,Normal,Night,3.73,0.1,164,8.47,1.0,168.79
68,140,399.69,Exam,Late Night,4.16,0.3,169,20.95,1.0,336.28
350,129,138.01,Festival,Evening Peak,4.28,0.3,112,3.28,1.999,211.56
145,138,310.05,Wedding,Midday,3.5,0.1,97,14.73,1.0,294.59
143,133,311.14,Normal,Midday,4.6,0.0,116,13.28,1.0,277.91
369,141,375.93,Festival,Morning Peak,4.3,0.3,172,16.88,1.933,403.26
272,114,510.66,Monsoon,Evening Peak,3.75,0.2,111,23.54,1.77,524.85
206,141,402.04,Monsoon,Midday,4.18,0.0,188,19.04,1.131,400.12
393,102,331.27,Wedding,Evening Peak,4.26,0.3,140,13.25,2.783,443.06
88,128,424.26,Normal,Night,4.68,0.2,117,20.93,1.0,362.58
44,135,353.86,Normal,Late Night,4.67,0.2,77,17.84,1.0,311.14
214,137,480.48,Normal,Morning Peak,4.73,0.1,124,22.49,1.201,451.82
156,160,376.34,Normal,Midday,4.45,0.0,183,18.38,1.0,389.73
55,192,384.77,Exam,Night,4.04,0.0,93,19.07,1.0,387.44
139,260,80.85,Normal,Midday,3.94,0.1,135,3.02,1.0,77.47
132,180,85.16,Normal,Night,4.02,0.3,162,1.09,1.0,50.0
84,110,492.65,Normal,Night,4.27,0.3,121,23.93,1.0,380.01
148,259,162.85,Normal,Midday,4.29,0.2,150,7.05,1.0,143.36
160,227,98.52,Normal,Midday,4.71,0.2,128,4.96,1.0,104.67
172,209,129.01,Normal,Midday,4.2,0.2,164,4.81,1.0,108.4
199,198,356.27,Normal,Evening Peak,3.49,0.2,95,18.71,1.0,320.52
113,262,75.86,Normal,Midday,3.82,0.1,130,2.11,1.0,85.49
266,194,363.16,Exam,Evening Peak,3.91,0.3,186,16.86,1.071,299.78
124,164,305.43,Normal,Night,3.91,0.2,172,14.72,1.0,260.35
117,146,111.29,Normal,Midday,3.18,0.0,138,4.54,1.0,127.87
69,95,125.92,Exam,Late Night,4.93,0.2,170,4.25,1.0,93.9
218,157,117.7,Monsoon,Evening Peak,3.43,0.2,105,4.18,1.082,119.4
74,189,141.94,Exam,Night,4.07,0.3,103,7.23,1.0,137.36
168,216,348.28,Exam,Morning Peak,4.56,0.2,146,16.4,1.0,292.26
163,220,118.0,Normal,Midday,4.54,0.1,137,5.97,1.0,122.13
198,125,346.43,Monsoon,Midday,3.71,0.3,133,16.84,1.216,311.48
81,199,459.02,Normal,Midday,4.78,0.3,88,24.32,1.0,382.54
225,193,442.0,Normal,Morning Peak,4.72,0.2,170,21.69,1.0,389.9
112,111,397.62,Monsoon,Night,4.23,0.1,126,20.15,1.0,372.41
136,194,453.98,Normal,Midday,4.31,0.3,147,23.78,1.0,374.1
67,64,307.12,Monsoon,Late Night,3.93,0.0,126,15.7,1.0,318.4
276,131,401.12,Monsoon,Evening Peak,4.4,0.2,112,19.45,1.579,430.04
256,113,411.5,Normal,Morning Peak,4.39,0.3,198,19.57,1.687,404.5
139,133,462.09,Wedding,Midday,4.11,0.2,126,24.39,1.0,406.96
71,85,328.59,Normal,Late Night,4.56,0.0,159,16.53,1.0,339.32
239,152,194.29,Normal,Evening Peak,4.43,0.2,131,7.55,1.209,179.65
165,115,175.33,Wedding,Morning Peak,5.0,0.2,85,5.7,1.112,158.94
112,173,180.98,Normal,Night,3.94,0.1,118,8.36,1.0,159.73
208,157,410.5,Monsoon,Midday,4.83,0.1,199,19.28,1.038,384.96
207,153,364.38,Normal,Evening Peak,3.96,0.0,92,16.76,1.057,363.14
153,166,199.48,Normal,Midday,4.51,0.1,131,6.26,1.0,151.8
117,166,442.46,Monsoon,Midday,3.26,0.3,78,21.64,1.0,354.69
118,176,469.56,Festival,Midday,4.1,0.1,92,24.55,1.0,444.79
90,184,359.28,Normal,Night,4.49,0.3,127,19.17,1.0,282.25
69,165,89.95,Normal,Night,4.4,0.0,91,2.49,1.0,79.59
110,209,291.15,Wedding,Midday,3.5,0.0,76,16.06,1.0,305.54
120,178,493.4,Normal,Midday,4.14,0.2,102,23.5,1.0,406.15
327,117,235.89,Wedding,Morning Peak,4.89,0.3,191,8.51,2.054,314.23
141,172,322.79,Normal,Morning Peak,4.71,0.2,84,15.05,1.0,274.37
141,146,171.04,Festival,Midday,4.68,0.2,109,6.45,1.0,143.26
107,205,441.09,Wedding,Midday,5.0,0.2,95,22.14,1.0,393.14
228,217,448.05,Normal,Morning Peak,3.6,0.3,170,21.88,1.0,356.16
230,151,227.35,Festival,Midday,4.14,0.1,183,9.75,1.175,225.56
291,126,241.07,Monsoon,Evening Peak,4.31,0.3,158,9.39,1.719,265.31
93,115,50.44,Monsoon,Night,4.01,0.1,90,1.0,1.0,50.0
185,129,207.78,Normal,Evening Peak,4.35,0.3,84,8.62,1.112,176.92
448,118,423.98,Festival,Evening Peak,4.82,0.0,179,19.75,2.748,688.72
175,188,68.5,Monsoon,Midday,4.34,0.0,142,1.69,1.0,81.3
116,124,163.09,Monsoon,Midday,3.42,0.1,82,5.87,1.0,134.11
362,96,394.71,Monsoon,Evening Peak,4.57,0.2,134,18.53,2.725,558.04
293,183,350.08,Normal,Evening Peak,4.29,0.2,143,16.55,1.23,332.01
100,239,458.4,Exam,Midday,3.43,0.2,95,24.68,1.0,412.6
168,258,229.43,Normal,Midday,4.05,0.2,199,10.37,1.0,200.22
112,154,90.73,Normal,Night,3.61,0.3,141,4.2,1.0,66.76
280,116,364.98,Normal,Evening Peak,4.18,0.0,135,16.95,1.79,477.03
282,149,99.89,Normal,Evening Peak,4.1,0.3,146,2.9,1.431,123.7
311,109,133.27,Normal,Evening Peak,3.69,0.3,195,3.8,2.093,212.16
184,138,310.89,Normal,Morning Peak,4.4,0.3,137,14.63,1.043,252.09
107,218,272.73,Normal,Midday,3.87,0.1,128,12.33,1.0,236.3
65,93,160.24,Monsoon,Late Night,4.83,0.0,103,7.33,1.0,172.35
130,157,262.98,Normal,Midday,4.37,0.1,122,12.47,1.0,256.8
112,170,443.67,Normal,Midday,4.2,0.2,96,21.84,1.0,378.36
289,200,410.44,Normal,Evening Peak,4.8,0.0,181,18.4,1.122,411.09
143,253,261.96,Normal,Midday,4.4,0.1,149,11.92,1.0,234.09
235,123,209.27,Normal,Evening Peak,4.44,0.1,127,8.47,1.442,259.17
224,133,306.69,Festival,Morning Peak,4.27,0.3,95,14.97,1.286,284.11
232,199,56.39,Exam,Evening Peak,4.17,0.1,144,1.07,1.0,56.06
217,151,402.44,Wedding,Evening Peak,4.46,0.1,100,18.59,1.115,382.65
192,166,420.66,Wedding,Midday,4.91,0.2,127,20.26,1.0,376.48
178,212,105.63,Normal,Midday,2.93,0.2,186,3.92,1.0,88.63
133,205,259.39,Normal,Midday,5.0,0.1,132,10.66,1.0,231.51
128,168,123.49,Normal,Midday,3.9,0.1,106,4.48,1.0,114.01
103,162,475.89,Monsoon,Midday,4.38,0.1,78,23.77,1.0,435.28
123,228,425.79,Normal,Midday,3.61,0.3,136,20.82,1.0,331.17
350,136,108.46,Festival,Evening Peak,4.9,0.3,113,1.48,1.903,181.26
144,170,465.61,Normal,Evening Peak,3.75,0.3,73,24.29,1.0,386.09
130,247,100.05,Normal,Midday,4.75,0.2,140,4.4,1.0,104.06
226,192,100.06,Exam,Morning Peak,4.2,0.0,181,3.02,1.0,110.28
210,81,83.82,Monsoon,Morning Peak,4.23,0.3,135,1.78,1.907,172.8
313,156,420.18,Monsoon,Evening Peak,3.8,0.3,136,19.98,1.511,381.25
308,106,507.03,Festival,Morning Peak,4.79,0.1,175,23.21,2.129,614.75
298,182,154.59,Wedding,Morning Peak,4.24,0.3,150,3.29,1.256,149.6
249,136,511.65,Festival,Midday,4.59,0.0,164,24.6,1.388,546.11
89,85,182.06,Wedding,Late Night,3.47,0.2,145,8.58,1.0,165.92
318,187,371.33,Normal,Evening Peak,3.94,0.3,160,17.29,1.3,337.86
157,98,472.03,Festival,Night,4.4,0.2,143,24.67,1.226,443.17
212,157,69.31,Monsoon,Morning Peak,3.67,0.3,122,1.2,1.055,69.71
213,126,298.23,Normal,Morning Peak,4.44,0.2,152,14.12,1.29,293.34
216,140,354.27,Wedding,Morning Peak,4.04,0.2,98,16.74,1.188,328.22
42,114,226.86,Exam,Late Night,3.99,0.3,114,9.91,1.0,168.63
164,266,100.37,Normal,Midday,4.51,0.3,135,3.64,1.0,89.67
102,188,325.46,Normal,Midday,4.37,0.2,110,15.91,1.0,282.85
179,226,92.08,Normal,Midday,3.85,0.0,186,2.13,1.0,91.41
219,104,457.7,Wedding,Evening Peak,4.75,0.0,107,23.16,1.575,551.67
112,179,253.87,Festival,Midday,4.5,0.0,91,12.09,1.0,272.44
108,206,434.05,Normal,Midday,3.49,0.0,122,22.85,1.0,437.23
86,75,416.49,Normal,Late Night,4.18,0.3,171,21.08,1.0,317.76
98,249,55.11,Normal,Midday,4.45,0.1,110,1.09,1.0,50.0
241,129,284.4,Monsoon,Evening Peak,4.26,0.2,128,12.02,1.413,296.94
167,181,433.84,Normal,Midday,2.97,0.0,183,22.31,1.0,430.23
119,121,240.32,Normal,Night,4.33,0.0,169,9.93,1.0,216.37
106,109,208.58,Monsoon,Midday,4.6,0.1,72,8.76,1.0,184.83
187,129,337.78,Normal,Morning Peak,4.27,0.1,123,17.45,1.123,328.37
226,164,369.71,Normal,Evening Peak,4.32,0.3,138,17.92,1.075,304.01
134,207,356.12,Normal,Midday,4.71,0.2,158,16.44,1.0,293.07
77,132,227.7,Normal,Night,3.67,0.2,88,9.72,1.0,189.64
270,156,105.76,Normal,Evening Peak,4.59,0.1,166,2.53,1.319,127.25
136,133,455.7,Exam,Evening Peak,4.44,0.1,98,23.15,1.0,434.43
307,157,218.46,Monsoon,Morning Peak,3.65,0.1,173,8.61,1.475,251.01
322,98,425.7,Wedding,Evening Peak,4.58,0.3,149,20.1,2.39,491.33
264,123,236.34,Wedding,Evening Peak,5.0,0.2,134,9.44,1.605,250.33
217,125,300.69,Normal,Evening Peak,4.43,0.1,113,12.87,1.321,310.98
177,199,248.81,Normal,Midday,4.52,0.0,175,9.97,1.0,231.81
136,180,103.43,Normal,Night,3.87,0.2,155,2.95,1.0,86.16
145,143,221.52,Monsoon,Midday,4.05,0.2,129,8.91,1.0,180.46
262,84,493.04,Monsoon,Morning Peak,3.89,0.0,157,23.94,2.271,684.63
43,82,104.14,Normal,Late Night,4.46,0.0,71,3.65,1.0,109.39
169,111,314.67,Normal,Evening Peak,4.09,0.2,107,14.34,1.172,292.92
114,160,456.1,Normal,Midday,4.07,0.2,130,24.24,1.0,401.01
105,117,84.55,Normal,Night,4.58,0.1,157,1.49,1.0,65.61
156,158,100.75,Wedding,Morning Peak,4.97,0.3,68,2.66,1.0,60.08
139,159,440.23,Normal,Morning Peak,4.26,0.3,98,22.82,1.0,358.87
395,108,419.19,Wedding,Evening Peak,3.67,0.1,156,18.65,2.649,604.29
151,166,276.28,Normal,Morning Peak,4.32,0.0,93,14.09,1.0,294.06
156,115,296.78,Monsoon,Night,4.38,0.0,140,13.88,1.057,303.37
146,154,485.69,Wedding,Night,4.63,0.0,113,24.4,1.0,483.07
232,230,53.96,Wedding,Midday,4.17,0.0,154,1.5,1.0,65.0
92,104,156.48,Normal,Night,4.65,0.1,123,7.49,1.0,149.07
267,129,224.11,Normal,Morning Peak,4.59,0.2,143,8.6,1.553,247.96
95,144,107.27,Normal,Midday,4.18,0.1,103,3.87,1.0,106.34
113,95,226.48,Normal,Night,4.63,0.0,148,9.57,1.0,210.99
95,126,211.31,Festival,Night,4.67,0.1,100,9.89,1.0,184.61
131,173,476.8,Wedding,Midday,3.86,0.3,119,24.01,1.0,375.91
129,162,231.73,Normal,Morning Peak,4.68,0.3,70,11.61,1.0,187.11
261,200,504.91,Normal,Morning Peak,4.25,0.0,177,23.43,1.025,482.98
96,213,410.18,Normal,Midday,4.2,0.1,100,20.44,1.0,369.62
372,169,418.4,Wedding,Evening Peak,4.26,0.3,189,18.68,1.647,389.24
164,165,196.65,Exam,Morning Peak,4.8,0.2,132,8.93,1.0,175.38
138,201,250.72,Normal,Midday,4.8,0.0,117,11.25,1.0,244.07
96,90,85.29,Normal,Night,4.49,0.1,116,2.07,1.0,68.75
142,158,245.03,Monsoon,Midday,4.41,0.0,110,10.06,1.0,245.29
167,101,426.47,Monsoon,Morning Peak,4.26,0.3,81,21.89,1.262,373.66
76,147,400.45,Normal,Late Night,5.0,0.2,161,19.75,1.0,346.54
206,184,426.93,Wedding,Midday,4.03,0.3,171,20.4,1.0,324.89
201,147,153.64,Exam,Evening Peak,4.12,0.0,129,6.32,1.067,175.32
182,154,141.91,Festival,Morning Peak,4.42,0.2,98,6.04,1.0,126.68
237,208,365.21,Festival,Midday,3.94,0.1,183,16.92,1.0,324.58
157,199,363.53,Normal,Midday,4.72,0.3,162,16.63,1.0,273.54
193,190,148.44,Festival,Midday,3.71,0.2,162,5.69,1.0,118.34
145,231,359.89,Normal,Midday,4.01,0.0,124,18.27,1.0,368.9
167,134,214.97,Normal,Midday,4.14,0.1,145,10.03,1.0,195.48
151,152,472.09,Normal,Midday,3.9,0.0,150,22.28,1.0,445.9
150,239,216.07,Normal,Midday,4.72,0.0,123,9.75,1.0,210.77
213,162,173.65,Normal,Morning Peak,3.77,0.1,167,6.52,1.031,159.65
79,79,141.76,Normal,Late Night,3.91,0.2,171,5.7,1.0,124.93
185,148,465.8,Festival,Night,4.03,0.2,151,22.56,1.0,379.09
192,141,449.46,Festival,Night,4.64,0.1,163,21.64,1.063,406.92
306,202,258.09,Normal,Evening Peak,4.88,0.1,147,11.22,1.171,252.31
207,110,180.76,Normal,Morning Peak,4.51,0.0,119,6.78,1.421,231.75
194,121,193.13,Monsoon,Evening Peak,3.77,0.0,73,7.83,1.229,212.78
121,142,236.18,Normal,Night,4.05,0.3,129,10.24,1.0,174.88
144,137,91.91,Exam,Morning Peak,4.93,0.1,99,2.06,1.0,84.59
112,206,80.13,Normal,Midday,4.31,0.3,129,2.62,1.0,72.59
151,139,444.55,Festival,Midday,3.72,0.1,108,23.26,1.0,435.4
235,130,391.78,Normal,Morning Peak,5.0,0.3,170,19.39,1.371,346.43
208,127,450.77,Monsoon,Midday,4.07,0.0,205,20.54,1.253,464.2
85,115,269.83,Wedding,Late Night,4.27,0.0,132,12.49,1.0,272.19
327,111,270.11,Wedding,Evening Peak,4.03,0.2,139,9.76,2.157,353.92
100,256,103.21,Exam,Midday,3.92,0.3,137,3.21,1.0,83.48
255,130,316.57,Normal,Evening Peak,4.82,0.1,140,14.39,1.478,372.53
237,149,383.51,Festival,Midday,4.38,0.3,144,18.84,1.222,331.49
289,158,201.21,Normal,Evening Peak,4.43,0.0,157,5.7,1.388,234.79
172,107,242.19,Festival,Night,3.79,0.2,130,10.34,1.231,229.97
205,125,481.49,Normal,Evening Peak,4.18,0.3,119,23.26,1.255,428.63
226,100,445.1,Wedding,Evening Peak,4.05,0.0,78,21.25,1.681,554.06
195,186,427.67,Wedding,Midday,3.97,0.1,175,20.16,1.0,381.44
98,182,82.53,Normal,Midday,4.49,0.2,88,1.95,1.0,55.0
217,168,134.24,Normal,Evening Peak,4.16,0.0,123,4.97,1.015,131.6
114,153,193.05,Normal,Night,4.58,0.1,145,8.34,1.0,180.78
369,97,210.13,Monsoon,Evening Peak,4.59,0.3,151,8.29,2.748,337.09
43,124,131.93,Normal,Late Night,4.13,0.1,102,4.1,1.0,127.84
84,97,195.56,Wedding,Night,4.48,0.1,78,7.95,1.0,184.29
270,130,274.95,Monsoon,Evening Peak,4.12,0.1,111,11.28,1.558,331.88
124,110,84.67,Festival,Night,3.98,0.2,98,2.18,1.0,72.73
141,130,233.74,Festival,Midday,3.88,0.0,102,10.68,1.0,235.21
173,166,293.36,Normal,Midday,4.33,0.0,144,12.92,1.0,277.19
